Date,Humidity
2019-06-19 03:35:58 UTC,79.35
2019-06-19 03:37:57 UTC,78.00
2019-06-19 03:39:56 UTC,77.60
2019-06-19 03:47:45 UTC,75.65
2019-06-19 03:49:48 UTC,74.50
2019-06-19 03:54:13 UTC,74.40
2019-06-19 03:56:14 UTC,74.00
2019-06-19 03:58:09 UTC,73.85
2019-06-19 04:00:09 UTC,73.30
2019-06-19 04:02:03 UTC,72.80
2019-06-19 04:04:01 UTC,72.25
2019-06-19 04:06:00 UTC,71.80
2019-06-19 04:08:03 UTC,71.10
2019-06-19 04:09:58 UTC,70.70
2019-06-19 04:11:57 UTC,70.70
2019-06-19 04:13:55 UTC,70.50
2019-06-19 04:15:57 UTC,70.05
2019-06-19 04:17:53 UTC,69.45
2019-07-03 03:41:31 UTC,93.45
2019-07-03 03:43:29 UTC,93.80
2019-07-03 03:45:28 UTC,94.00
2019-07-03 03:47:31 UTC,92.50
2019-07-03 03:49:26 UTC,90.15
2019-07-03 03:51:24 UTC,88.65
2019-07-03 03:53:23 UTC,89.80
2019-07-16 04:10:38 UTC,81.55
2019-07-16 04:12:42 UTC,81.40
2019-07-16 04:14:34 UTC,80.40
2019-07-16 04:16:34 UTC,79.95
2019-07-16 04:18:29 UTC,78.70
2019-07-16 04:49:08 UTC,74.20
2019-07-16 04:51:05 UTC,72.50
2019-07-16 04:53:02 UTC,72.30
2019-07-16 04:54:59 UTC,72.25
2019-07-16 04:56:56 UTC,71.95
2019-07-16 04:58:53 UTC,71.60
2019-07-16 05:00:55 UTC,71.55
2019-07-16 05:02:47 UTC,71.80
2019-07-16 05:04:43 UTC,71.85
2019-07-16 05:41:03 UTC,69.90
2019-07-16 05:42:58 UTC,69.90
2019-07-16 05:45:01 UTC,68.70
2019-07-16 05:46:55 UTC,67.95
2019-07-16 05:48:53 UTC,67.90
2019-07-16 05:50:52 UTC,68.25
2019-07-16 07:25:43 UTC,69.40
2019-07-16 07:27:32 UTC,69.85
2019-07-16 07:29:43 UTC,74.95
2019-07-16 07:31:41 UTC,71.85
2019-07-16 07:33:37 UTC,72.10
2019-07-16 07:35:34 UTC,72.45
2019-07-16 07:37:34 UTC,72.65
2019-07-16 07:39:32 UTC,73.80
2019-07-16 07:57:08 UTC,84.95
2019-07-16 07:59:06 UTC,85.30
2019-07-16 08:01:04 UTC,85.60
2019-07-16 08:03:05 UTC,87.15
2019-07-16 08:05:01 UTC,88.15
2019-07-16 08:07:00 UTC,88.30
2019-07-16 08:08:58 UTC,88.75
2019-07-16 08:10:57 UTC,88.85
2019-07-16 08:14:53 UTC,89.60
2019-07-16 08:16:57 UTC,89.95
2019-07-16 08:18:51 UTC,90.50
